date,timestamp,day_commit_count,sequence,track,language,content_type,path,message,task_title
2020-01-08,2020-01-08T14:55:43,3,2,typescript,typescript,validation,archive/typescript/2020/20200108_02_request_validator.ts,add request validator in typescript,request validator
2020-01-08,2020-01-08T19:13:10,3,3,sql,sql,schema,archive/sql/2020/20200108_03_schema_for_experiment_metrics.sql,define experiment metrics schema,schema for experiment metrics
2020-01-09,2020-01-09T12:39:26,2,1,typescript,typescript,transform,archive/typescript/2020/20200109_01_normalise_payload_helper.ts,normalise event payloads,normalise payload helper
2020-01-09,2020-01-09T17:48:22,2,2,python,python,ml_utility,archive/python/2020/20200109_02_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2020-01-10,2020-01-10T13:08:13,2,1,typescript,typescript,transform,archive/typescript/2020/20200110_01_normalise_payload_helper.ts,normalise event payloads,normalise payload helper
2020-01-10,2020-01-10T18:03:50,2,2,python,python,algorithm,archive/python/2020/20200110_02_rolling_median_window.py,solve rolling median window in python,rolling median window
2020-01-11,2020-01-11T13:06:03,2,1,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2020/20200111_01_long_range_synthetic_data_notebook.ipynb,extend long-range analysis notebook,long-range synthetic data notebook
2020-01-11,2020-01-11T17:42:33,2,2,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2020/20200111_02_model_comparison_charts.ipynb,chart model comparison results,model comparison charts
2020-01-12,2020-01-12T11:18:25,4,1,sql,sql,schema,archive/sql/2020/20200112_01_schema_for_experiment_metrics.sql,define experiment metrics schema,schema for experiment metrics
2020-01-12,2020-01-12T14:25:04,4,2,rust,rust,algorithm,archive/rust/2020/20200112_02_graph_traversal.rs,solve graph traversal in rust,graph traversal
2020-01-12,2020-01-12T16:46:24,4,3,typescript,typescript,api_client,archive/typescript/2020/20200112_03_typed_api_client.ts,build typed api client,typed api client
2020-01-12,2020-01-12T19:07:22,4,4,typescript,typescript,transform,archive/typescript/2020/20200112_04_normalise_payload_helper.ts,normalise event payloads,normalise payload helper
2020-01-13,2020-01-13T10:51:02,4,1,typescript,typescript,validation,archive/typescript/2020/20200113_01_request_validator.ts,add request validator in typescript,request validator
2020-01-13,2020-01-13T13:59:24,4,2,python,python,parsing,archive/python/2020/20200113_02_log_parser_summary.py,summarise service logs with python,log parser summary
2020-01-13,2020-01-13T16:36:36,4,3,python,python,test,archive/python/2020/20200113_03_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2020-01-13,2020-01-13T19:27:08,4,4,python,python,ml_utility,archive/python/2020/20200113_04_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2020-01-14,2020-01-14T15:21:26,1,1,typescript,typescript,transform,archive/typescript/2020/20200114_01_normalise_payload_helper.ts,normalise event payloads,normalise payload helper
2020-01-15,2020-01-15T13:31:51,2,1,python,python,ml_utility,archive/python/2020/20200115_01_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2020-01-15,2020-01-15T18:03:22,2,2,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2020/20200115_02_rolling_trend_visualisation.ipynb,add rolling trend visualisation,rolling trend visualisation
2020-01-16,2020-01-16T10:46:21,5,1,go,go,concurrency,archive/go/2020/20200116_01_worker_pool.go,implement worker pool in go,worker pool
2020-01-16,2020-01-16T12:51:22,5,2,python,python,parsing,archive/python/2020/20200116_02_log_parser_summary.py,summarise service logs with python,log parser summary
2020-01-16,2020-01-16T15:42:46,5,3,typescript,typescript,validation,archive/typescript/2020/20200116_03_date_range_guard.ts,add date range guard,date range guard
2020-01-16,2020-01-16T17:21:35,5,4,python,python,parsing,archive/python/2020/20200116_04_log_parser_summary.py,summarise service logs with python,log parser summary
2020-01-16,2020-01-16T20:15:25,5,5,typescript,typescript,transform,archive/typescript/2020/20200116_05_normalise_payload_helper.ts,normalise event payloads,normalise payload helper
2020-01-17,2020-01-17T10:29:22,5,1,typescript,typescript,api_client,archive/typescript/2020/20200117_01_typed_api_client.ts,build typed api client,typed api client
2020-01-17,2020-01-17T12:43:15,5,2,typescript,typescript,api_client,archive/typescript/2020/20200117_02_typed_api_client.ts,build typed api client,typed api client
2020-01-17,2020-01-17T15:24:49,5,3,python,python,ml_utility,archive/python/2020/20200117_03_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2020-01-17,2020-01-17T18:06:54,5,4,sql,sql,query,archive/sql/2020/20200117_04_windowed_churn_analysis.sql,model churn with sql windows,windowed churn analysis
2020-01-17,2020-01-17T19:35:45,5,5,rust,rust,algorithm,archive/rust/2020/20200117_05_graph_traversal.rs,solve graph traversal in rust,graph traversal
2020-01-18,2020-01-18T10:42:33,6,1,python,python,ml_utility,archive/python/2020/20200118_01_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2020-01-18,2020-01-18T12:11:30,6,2,go,go,service,archive/go/2020/20200118_02_health_check_service.go,add health check service,health check service
2020-01-18,2020-01-18T14:01:07,6,3,go,go,cli,archive/go/2020/20200118_03_csv_aggregation_command.go,aggregate csv metrics in go,csv aggregation command
2020-01-18,2020-01-18T16:35:03,6,4,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2020/20200118_04_long_range_synthetic_data_notebook.ipynb,extend long-range analysis notebook,long-range synthetic data notebook
2020-01-18,2020-01-18T18:20:18,6,5,sql,sql,schema,archive/sql/2020/20200118_05_schema_for_experiment_metrics.sql,define experiment metrics schema,schema for experiment metrics
2020-01-18,2020-01-18T20:15:21,6,6,typescript,typescript,validation,archive/typescript/2020/20200118_06_date_range_guard.ts,add date range guard,date range guard
2020-01-19,2020-01-19T13:23:04,2,1,sql,sql,query,archive/sql/2020/20200119_01_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2020-01-19,2020-01-19T17:34:05,2,2,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2020/20200119_02_model_comparison_charts.ipynb,chart model comparison results,model comparison charts
2020-01-20,2020-01-20T10:48:16,5,1,python,python,test,archive/python/2020/20200120_01_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2020-01-20,2020-01-20T12:56:48,5,2,sql,sql,query,archive/sql/2020/20200120_02_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2020-01-20,2020-01-20T15:46:42,5,3,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2020/20200120_03_rolling_trend_visualisation.ipynb,add rolling trend visualisation,rolling trend visualisation
2020-01-20,2020-01-20T17:35:42,5,4,go,go,parser,archive/go/2020/20200120_04_json_stream_parser.go,add json stream parser,json stream parser
2020-01-20,2020-01-20T20:05:11,5,5,sql,sql,query,archive/sql/2020/20200120_05_windowed_churn_analysis.sql,model churn with sql windows,windowed churn analysis
2020-01-21,2020-01-21T10:58:27,4,1,go,go,cli,archive/go/2020/20200121_01_csv_aggregation_command.go,aggregate csv metrics in go,csv aggregation command
2020-01-21,2020-01-21T14:19:56,4,2,rust,rust,parser,archive/rust/2020/20200121_02_config_parser.rs,parse config blocks in rust,config parser
2020-01-21,2020-01-21T16:46:13,4,3,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2020/20200121_03_model_comparison_charts.ipynb,chart model comparison results,model comparison charts
2020-01-21,2020-01-21T19:46:51,4,4,typescript,typescript,api_client,archive/typescript/2020/20200121_04_typed_api_client.ts,build typed api client,typed api client
2020-01-22,2020-01-22T12:11:00,3,1,python,python,parsing,archive/python/2020/20200122_01_log_parser_summary.py,summarise service logs with python,log parser summary
2020-01-22,2020-01-22T15:26:49,3,2,python,python,parsing,archive/python/2020/20200122_02_log_parser_summary.py,summarise service logs with python,log parser summary
2020-01-22,2020-01-22T18:58:41,3,3,rust,rust,algorithm,archive/rust/2020/20200122_03_bounded_queue.rs,implement bounded queue in rust,bounded queue
2020-01-23,2020-01-23T11:57:42,3,1,sql,sql,schema,archive/sql/2020/20200123_01_schema_for_experiment_metrics.sql,define experiment metrics schema,schema for experiment metrics
2020-01-23,2020-01-23T15:47:10,3,2,rust,rust,algorithm,archive/rust/2020/20200123_02_graph_traversal.rs,solve graph traversal in rust,graph traversal
2020-01-23,2020-01-23T18:26:32,3,3,rust,rust,cli,archive/rust/2020/20200123_03_fast_line_counter.rs,add rust line counting utility,fast line counter
2020-01-24,2020-01-24T10:54:08,4,1,typescript,typescript,validation,archive/typescript/2020/20200124_01_request_validator.ts,add request validator in typescript,request validator
2020-01-24,2020-01-24T14:07:36,4,2,python,python,ml_utility,archive/python/2020/20200124_02_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2020-01-24,2020-01-24T17:06:33,4,3,python,python,parsing,archive/python/2020/20200124_03_log_parser_summary.py,summarise service logs with python,log parser summary
2020-01-24,2020-01-24T19:45:08,4,4,sql,sql,query,archive/sql/2020/20200124_04_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
2020-01-25,2020-01-25T12:56:10,2,1,rust,rust,parser,archive/rust/2020/20200125_01_config_parser.rs,parse config blocks in rust,config parser
2020-01-25,2020-01-25T17:21:47,2,2,sql,sql,query,archive/sql/2020/20200125_02_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
2020-01-26,2020-01-26T11:30:07,3,1,python,python,algorithm,archive/python/2020/20200126_01_rolling_median_window.py,solve rolling median window in python,rolling median window
2020-01-26,2020-01-26T15:20:21,3,2,rust,rust,algorithm,archive/rust/2020/20200126_02_bounded_queue.rs,implement bounded queue in rust,bounded queue
2020-01-26,2020-01-26T18:43:57,3,3,go,go,cli,archive/go/2020/20200126_03_csv_aggregation_command.go,aggregate csv metrics in go,csv aggregation command
2020-01-27,2020-01-27T12:18:41,3,1,rust,rust,algorithm,archive/rust/2020/20200127_01_bounded_queue.rs,implement bounded queue in rust,bounded queue
2020-01-27,2020-01-27T15:37:19,3,2,python,python,algorithm,archive/python/2020/20200127_02_rolling_median_window.py,solve rolling median window in python,rolling median window
2020-01-27,2020-01-27T19:05:10,3,3,rust,rust,algorithm,archive/rust/2020/20200127_03_bounded_queue.rs,implement bounded queue in rust,bounded queue
2020-01-28,2020-01-28T12:40:30,2,1,python,python,algorithm,archive/python/2020/20200128_01_rolling_median_window.py,solve rolling median window in python,rolling median window
2020-01-28,2020-01-28T17:53:37,2,2,rust,rust,parser,archive/rust/2020/20200128_02_config_parser.rs,parse config blocks in rust,config parser
2020-01-29,2020-01-29T12:05:26,3,1,sql,sql,schema,archive/sql/2020/20200129_01_schema_for_experiment_metrics.sql,define experiment metrics schema,schema for experiment metrics
2020-01-29,2020-01-29T14:54:50,3,2,python,python,ml_utility,archive/python/2020/20200129_02_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2020-01-29,2020-01-29T19:16:01,3,3,rust,rust,cli,archive/rust/2020/20200129_03_fast_line_counter.rs,add rust line counting utility,fast line counter
2020-01-30,2020-01-30T11:59:06,3,1,sql,sql,query,archive/sql/2020/20200130_01_windowed_churn_analysis.sql,model churn with sql windows,windowed churn analysis
2020-01-30,2020-01-30T15:41:58,3,2,typescript,typescript,transform,archive/typescript/2020/20200130_02_normalise_payload_helper.ts,normalise event payloads,normalise payload helper
2020-01-30,2020-01-30T18:46:52,3,3,sql,sql,query,archive/sql/2020/20200130_03_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2020-01-31,2020-01-31T10:47:48,4,1,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2020/20200131_01_rolling_trend_visualisation.ipynb,add rolling trend visualisation,rolling trend visualisation
2020-01-31,2020-01-31T14:19:16,4,2,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2020/20200131_02_seasonality_decomposition.ipynb,add seasonality decomposition section,seasonality decomposition
2020-01-31,2020-01-31T17:08:31,4,3,rust,rust,parser,archive/rust/2020/20200131_03_config_parser.rs,parse config blocks in rust,config parser
2020-01-31,2020-01-31T19:35:12,4,4,python,python,algorithm,archive/python/2020/20200131_04_rolling_median_window.py,solve rolling median window in python,rolling median window
2020-02-01,2020-02-01T11:43:18,3,1,sql,sql,query,archive/sql/2020/20200201_01_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2020-02-01,2020-02-01T15:32:58,3,2,go,go,service,archive/go/2020/20200201_02_health_check_service.go,add health check service,health check service
2020-02-01,2020-02-01T19:13:59,3,3,go,go,cli,archive/go/2020/20200201_03_csv_aggregation_command.go,aggregate csv metrics in go,csv aggregation command
2020-02-02,2020-02-02T12:13:19,3,1,typescript,typescript,api_client,archive/typescript/2020/20200202_01_typed_api_client.ts,build typed api client,typed api client
2020-02-02,2020-02-02T15:19:31,3,2,go,go,concurrency,archive/go/2020/20200202_02_worker_pool.go,implement worker pool in go,worker pool
2020-02-02,2020-02-02T18:21:43,3,3,sql,sql,schema,archive/sql/2020/20200202_03_schema_for_experiment_metrics.sql,define experiment metrics schema,schema for experiment metrics
2020-02-03,2020-02-03T11:36:06,3,1,rust,rust,parser,archive/rust/2020/20200203_01_config_parser.rs,parse config blocks in rust,config parser
2020-02-03,2020-02-03T15:01:14,3,2,rust,rust,algorithm,archive/rust/2020/20200203_02_graph_traversal.rs,solve graph traversal in rust,graph traversal
2020-02-03,2020-02-03T19:09:37,3,3,python,python,algorithm,archive/python/2020/20200203_03_rolling_median_window.py,solve rolling median window in python,rolling median window
2020-02-04,2020-02-04T11:25:58,4,1,python,python,test,archive/python/2020/20200204_01_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2020-02-04,2020-02-04T13:57:54,4,2,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2020/20200204_02_seasonality_decomposition.ipynb,add seasonality decomposition section,seasonality decomposition
2020-02-04,2020-02-04T16:48:10,4,3,python,python,data_cleaning,archive/python/2020/20200204_03_csv_deduplication_helper.py,add csv deduplication helper,csv deduplication helper
2020-02-04,2020-02-04T19:48:47,4,4,python,python,algorithm,archive/python/2020/20200204_04_rolling_median_window.py,solve rolling median window in python,rolling median window
2020-02-05,2020-02-05T13:16:19,2,1,python,python,parsing,archive/python/2020/20200205_01_log_parser_summary.py,summarise service logs with python,log parser summary
2020-02-05,2020-02-05T17:54:46,2,2,sql,sql,query,archive/sql/2020/20200205_02_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2020-02-07,2020-02-07T12:11:18,3,1,sql,sql,query,archive/sql/2020/20200207_01_windowed_churn_analysis.sql,model churn with sql windows,windowed churn analysis
2020-02-07,2020-02-07T15:13:42,3,2,sql,sql,query,archive/sql/2020/20200207_02_windowed_churn_analysis.sql,model churn with sql windows,windowed churn analysis
2020-02-07,2020-02-07T18:36:53,3,3,python,python,data_cleaning,archive/python/2020/20200207_03_csv_deduplication_helper.py,add csv deduplication helper,csv deduplication helper
2020-02-08,2020-02-08T11:39:41,3,1,go,go,parser,archive/go/2020/20200208_01_json_stream_parser.go,add json stream parser,json stream parser
2020-02-08,2020-02-08T15:43:14,3,2,sql,sql,query,archive/sql/2020/20200208_02_windowed_churn_analysis.sql,model churn with sql windows,windowed churn analysis
2020-02-08,2020-02-08T18:41:09,3,3,rust,rust,algorithm,archive/rust/2020/20200208_03_graph_traversal.rs,solve graph traversal in rust,graph traversal
2020-02-09,2020-02-09T11:12:14,5,1,go,go,concurrency,archive/go/2020/20200209_01_worker_pool.go,implement worker pool in go,worker pool
2020-02-09,2020-02-09T12:45:12,5,2,sql,sql,schema,archive/sql/2020/20200209_02_schema_for_experiment_metrics.sql,define experiment metrics schema,schema for experiment metrics
2020-02-09,2020-02-09T15:03:27,5,3,python,python,test,archive/python/2020/20200209_03_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2020-02-09,2020-02-09T17:58:30,5,4,typescript,typescript,validation,archive/typescript/2020/20200209_04_date_range_guard.ts,add date range guard,date range guard
2020-02-09,2020-02-09T20:21:41,5,5,rust,rust,cli,archive/rust/2020/20200209_05_fast_line_counter.rs,add rust line counting utility,fast line counter
2020-02-11,2020-02-11T13:16:20,2,1,python,python,algorithm,archive/python/2020/20200211_01_rolling_median_window.py,solve rolling median window in python,rolling median window
2020-02-11,2020-02-11T17:22:16,2,2,sql,sql,query,archive/sql/2020/20200211_02_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2020-02-12,2020-02-12T11:44:14,3,1,rust,rust,algorithm,archive/rust/2020/20200212_01_graph_traversal.rs,solve graph traversal in rust,graph traversal
2020-02-12,2020-02-12T15:28:52,3,2,python,python,ml_utility,archive/python/2020/20200212_02_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2020-02-12,2020-02-12T18:37:35,3,3,go,go,parser,archive/go/2020/20200212_03_json_stream_parser.go,add json stream parser,json stream parser
2020-02-13,2020-02-13T10:42:01,6,1,python,python,test,archive/python/2020/20200213_01_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2020-02-13,2020-02-13T12:12:08,6,2,go,go,concurrency,archive/go/2020/20200213_02_worker_pool.go,implement worker pool in go,worker pool
2020-02-13,2020-02-13T13:56:45,6,3,python,python,parsing,archive/python/2020/20200213_03_log_parser_summary.py,summarise service logs with python,log parser summary
2020-02-13,2020-02-13T16:29:04,6,4,typescript,typescript,api_client,archive/typescript/2020/20200213_04_typed_api_client.ts,build typed api client,typed api client
2020-02-13,2020-02-13T18:26:27,6,5,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2020/20200213_05_model_comparison_charts.ipynb,chart model comparison results,model comparison charts
2020-02-13,2020-02-13T20:19:37,6,6,typescript,typescript,validation,archive/typescript/2020/20200213_06_date_range_guard.ts,add date range guard,date range guard
2020-02-14,2020-02-14T15:03:15,1,1,sql,sql,query,archive/sql/2020/20200214_01_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2020-02-15,2020-02-15T13:23:41,2,1,python,python,algorithm,archive/python/2020/20200215_01_rolling_median_window.py,solve rolling median window in python,rolling median window
2020-02-15,2020-02-15T17:58:48,2,2,rust,rust,parser,archive/rust/2020/20200215_02_config_parser.rs,parse config blocks in rust,config parser
2020-02-16,2020-02-16T12:15:22,3,1,rust,rust,algorithm,archive/rust/2020/20200216_01_bounded_queue.rs,implement bounded queue in rust,bounded queue
2020-02-16,2020-02-16T14:55:09,3,2,python,python,parsing,archive/python/2020/20200216_02_log_parser_summary.py,summarise service logs with python,log parser summary
2020-02-16,2020-02-16T18:21:12,3,3,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2020/20200216_03_rolling_trend_visualisation.ipynb,add rolling trend visualisation,rolling trend visualisation
2020-02-17,2020-02-17T13:31:21,2,1,python,python,algorithm,archive/python/2020/20200217_01_rolling_median_window.py,solve rolling median window in python,rolling median window
2020-02-17,2020-02-17T17:49:31,2,2,python,python,algorithm,archive/python/2020/20200217_02_rolling_median_window.py,solve rolling median window in python,rolling median window
2020-02-18,2020-02-18T11:14:14,4,1,python,python,ml_utility,archive/python/2020/20200218_01_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2020-02-18,2020-02-18T14:00:18,4,2,rust,rust,algorithm,archive/rust/2020/20200218_02_graph_traversal.rs,solve graph traversal in rust,graph traversal
2020-02-18,2020-02-18T16:50:29,4,3,sql,sql,query,archive/sql/2020/20200218_03_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
2020-02-18,2020-02-18T19:10:26,4,4,go,go,parser,archive/go/2020/20200218_04_json_stream_parser.go,add json stream parser,json stream parser
2020-02-19,2020-02-19T13:20:10,2,1,typescript,typescript,api_client,archive/typescript/2020/20200219_01_typed_api_client.ts,build typed api client,typed api client
2020-02-19,2020-02-19T18:05:06,2,2,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2020/20200219_02_rolling_trend_visualisation.ipynb,add rolling trend visualisation,rolling trend visualisation
2020-02-20,2020-02-20T10:55:09,5,1,sql,sql,query,archive/sql/2020/20200220_01_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2020-02-20,2020-02-20T13:03:34,5,2,rust,rust,parser,archive/rust/2020/20200220_02_config_parser.rs,parse config blocks in rust,config parser
2020-02-20,2020-02-20T15:28:01,5,3,python,python,ml_utility,archive/python/2020/20200220_03_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2020-02-20,2020-02-20T17:13:40,5,4,python,python,parsing,archive/python/2020/20200220_04_log_parser_summary.py,summarise service logs with python,log parser summary
2020-02-20,2020-02-20T19:43:59,5,5,python,python,ml_utility,archive/python/2020/20200220_05_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2020-02-21,2020-02-21T13:15:39,2,1,typescript,typescript,validation,archive/typescript/2020/20200221_01_date_range_guard.ts,add date range guard,date range guard
2020-02-21,2020-02-21T18:00:33,2,2,typescript,typescript,transform,archive/typescript/2020/20200221_02_normalise_payload_helper.ts,normalise event payloads,normalise payload helper
2020-02-22,2020-02-22T10:42:47,6,1,sql,sql,query,archive/sql/2020/20200222_01_customer_cohort_retention.sql,write customer cohort retention query,customer cohort retention
2020-02-22,2020-02-22T12:03:58,6,2,sql,sql,query,archive/sql/2020/20200222_02_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2020-02-22,2020-02-22T14:30:15,6,3,sql,sql,schema,archive/sql/2020/20200222_03_schema_for_experiment_metrics.sql,define experiment metrics schema,schema for experiment metrics
2020-02-22,2020-02-22T16:36:39,6,4,python,python,test,archive/python/2020/20200222_04_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2020-02-22,2020-02-22T18:32:03,6,5,rust,rust,parser,archive/rust/2020/20200222_05_config_parser.rs,parse config blocks in rust,config parser
2020-02-22,2020-02-22T20:35:59,6,6,rust,rust,algorithm,archive/rust/2020/20200222_06_bounded_queue.rs,implement bounded queue in rust,bounded queue
2020-02-23,2020-02-23T12:00:04,3,1,rust,rust,parser,archive/rust/2020/20200223_01_config_parser.rs,parse config blocks in rust,config parser
2020-02-23,2020-02-23T15:01:05,3,2,sql,sql,query,archive/sql/2020/20200223_02_windowed_churn_analysis.sql,model churn with sql windows,windowed churn analysis
2020-02-23,2020-02-23T19:02:57,3,3,python,python,algorithm,archive/python/2020/20200223_03_rolling_median_window.py,solve rolling median window in python,rolling median window
2020-02-24,2020-02-24T10:47:50,5,1,sql,sql,query,archive/sql/2020/20200224_01_windowed_churn_analysis.sql,model churn with sql windows,windowed churn analysis
2020-02-24,2020-02-24T13:03:42,5,2,python,python,parsing,archive/python/2020/20200224_02_log_parser_summary.py,summarise service logs with python,log parser summary
2020-02-24,2020-02-24T15:43:08,5,3,sql,sql,query,archive/sql/2020/20200224_03_slow_query_refactor.sql,refactor reporting query with ctes,slow query refactor
2020-02-24,2020-02-24T17:58:27,5,4,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2020/20200224_04_rolling_trend_visualisation.ipynb,add rolling trend visualisation,rolling trend visualisation
2020-02-24,2020-02-24T19:52:32,5,5,python,python,data_cleaning,archive/python/2020/20200224_05_csv_deduplication_helper.py,add csv deduplication helper,csv deduplication helper
2020-02-25,2020-02-25T11:11:43,5,1,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2020/20200225_01_rolling_trend_visualisation.ipynb,add rolling trend visualisation,rolling trend visualisation
2020-02-25,2020-02-25T13:18:25,5,2,typescript,typescript,api_client,archive/typescript/2020/20200225_02_typed_api_client.ts,build typed api client,typed api client
2020-02-25,2020-02-25T15:00:07,5,3,sql,sql,query,archive/sql/2020/20200225_03_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
2020-02-25,2020-02-25T18:00:54,5,4,typescript,typescript,validation,archive/typescript/2020/20200225_04_date_range_guard.ts,add date range guard,date range guard
2020-02-25,2020-02-25T20:14:36,5,5,python,python,parsing,archive/python/2020/20200225_05_log_parser_summary.py,summarise service logs with python,log parser summary
2020-02-26,2020-02-26T10:58:56,4,1,python,python,test,archive/python/2020/20200226_01_unit_tests_for_edge_cases.py,cover python edge cases,unit tests for edge cases
2020-02-26,2020-02-26T14:26:28,4,2,go,go,cli,archive/go/2020/20200226_02_csv_aggregation_command.go,aggregate csv metrics in go,csv aggregation command
2020-02-26,2020-02-26T16:20:32,4,3,go,go,concurrency,archive/go/2020/20200226_03_worker_pool.go,implement worker pool in go,worker pool
2020-02-26,2020-02-26T19:10:25,4,4,notebook,jupyter,notebook,projects/long_range_analysis/notebooks/2020/20200226_04_long_range_synthetic_data_notebook.ipynb,extend long-range analysis notebook,long-range synthetic data notebook
2020-02-27,2020-02-27T10:55:31,6,1,python,python,data_cleaning,archive/python/2020/20200227_01_csv_deduplication_helper.py,add csv deduplication helper,csv deduplication helper
2020-02-27,2020-02-27T12:01:50,6,2,typescript,typescript,validation,archive/typescript/2020/20200227_02_request_validator.ts,add request validator in typescript,request validator
2020-02-27,2020-02-27T14:18:49,6,3,python,python,ml_utility,archive/python/2020/20200227_03_feature_scaling_utility.py,add feature scaling utility,feature scaling utility
2020-02-27,2020-02-27T16:06:57,6,4,sql,sql,query,archive/sql/2020/20200227_04_monthly_revenue_rollup.sql,add monthly revenue rollup query,monthly revenue rollup
